record_id,title,creator,released,year_set,horizon,release_decade,medium,genre,is_series,multiyears,predictions
anderson_soldier_1998,Soldier,Paul W. S. Anderson,1998,2036,38,1990,film,action,NA,1996-2036,NA
miner_robocop_1998,RoboCop: Alpha Commando,Michael Miner,1998,2030,32,1990,television,NA,Q1033152,NA,NA
hopkins_lost_1998,Lost in Space,Stephen Hopkins,1998,2058,60,1990,film,action,NA,NA,NA
frakes_star_1998,Star Trek: Insurrection,Jonathan Frakes,1998,2375,377,1990,film,action,Q1092,NA,NA
dickerson_futuresport_1998,Futuresport,Ernest Dickerson,1998,2025,27,1990,film,science fiction,NA,NA,NA
eighting_armed_1998,Armed Police Batrider,Eighting,1998,2014,16,1990,video game,action,NA,NA,Police wear mechs.
3do_battletanx_1998,BattleTanx,The 3DO Company,1998,2001,3,1990,video game,action,NA,NA,"In 2001, a pandemic kills a majority of the world's women."
sierra_half-life_1998,Half-Life,Sierra Entertainment,1998,2005,7,1990,video game,first-person shooter,NA,2000-2009,"A ""resonance cascade"" at a top secret laboratory opens a gateway to another universe."
kojima_metal_1998,Metal Gear Solid,Hideo Kojima,1998,2005,7,1990,video game,action-adventure,Q216655,NA,"In 2005, terrorists seize control of a military nuclear storage base in Alaska. Depicts a giant mech called ""Metal Gear"", rail guns, cyborg ninjas, optical camouflage, nanomachines and high frequency swords."""
sierra_police_1998,Police Quest: SWAT 2,Sierra Entertainment,1998,1999,1,1990,video game,real-time strategy,NA,NA,Terrorists battle police on the streets of Los Angeles.
storm_tom_1998,Tom Clancy's Rainbow Six,Take-Two Interactive; Red Storm Entertainment,1998,1999,1,1990,video game,first-person shooter,Q19396864,1999-2000,Depicts an attempted terrorist attack on the 2000 Summer Olympics in Australia that is foiled by special operations forces.
george_twisted_1998,Twisted Metal 3,Ken George,1998,2008,10,1990,video game,vehicular combat,NA,NA,The game predicted that Hollywood would be leveled by a great earthquake in 2007.
bafaro_sleeping_1998,Sleeping Dogs,Micheal Bafaro,1998,2029,31,1990,film,science fiction,NA,NA,NA
sting_baroque_1998,Baroque,Sting Entertainment,1998,2032,34,1990,video game,role-playing video game,NA,NA,NA
yoneda_rebirth_1998,Rebirth of Mothra III,Okihiro Yoneda,1998,1999,1,1990,film,fantasy,NA,NA,NA
mulcahy_tale_1998,Tale of the Mummy,Russell Mulcahy,1998,1999,1,1990,film,horror,NA,NA,NA
williams_belly_1998,Belly,Hype Williams,1998,1999,1,1990,film,neo-noir,NA,1999-2000,NA
piché_minion_1998,The Minion,Jean-Marc Piché,1998,1999,1,1990,film,action,NA,NA,NA
jones_how_1998,How to Cheat in the Leaving Certificate,Graham Jones,1998,2000,2,1990,film,teen,NA,NA,NA
cerasini_godzilla_1998,Godzilla,Marc A. Cerasini,1998,2004,6,1990,prose fiction,novel,Q28859760,NA,NA
atlus_rsp_1998,ESP Ra.De.,Atlus,1998,2018,20,1990,video game,bullet hell,NA,NA,NA
infogrames_wargasm_1998,Wargasm,Infogrames,1998,2065,67,1990,video game,first-person shooter,NA,NA,NA
mccarthy_bloom_1998,Bloom,Wil McCarthy,1998,2106,108,1990,prose fiction,science fiction,NA,NA,NA
infogrames_kknd2_1992,KKND2: Krossfire,Infogrames,1998,2179,181,1990,video game,real-time strategy,NA,NA,NA
hamilton_second_1998,A Second Chance at Eden,Peter F. Hamilton,1998,2245,247,1990,prose fiction,science fiction,NA,"2090, 2245, 2586",NA
burnett_batman_1999,Batman Beyond,Alan Burnett,1999,2039,40,1990,television,science fiction,NA,NA,NA
fearnley_escape_1999,Escape from Mars,Neill Fearnley,1999,2015,16,1990,television,science fiction,NA,NA,"The first manned mission to Mars is launched on June 4, 2015."
guirao_don’t_1999,Don’t Take The Name Of God In Vain,Josep Guirao,1999,2046,47,1990,film,science fiction,NA,NA,NA
columbus_bicentennial_1999,Bicentennial Man,Chris Columbus,1999,2048,49,1990,film,science fiction,NA,"2005, 2025, 2048, 2068, 2205","The android robot ""Andrew"" is brought online on April 3, 2005.[6] The remainder of the film is set decades and centuries in the future."
straczynski_babylon_1999,Babylon 5: A Call to Arms,J. Michael Straczynski,1999,2266,267,1990,film,science fiction,Q2901808,NA,NA
okawara_godzilla_1999,Godzilla 2000,Takao Okawara,1999,2000,1,1990,film,science fiction,Q28859760,NA,NA
ueda_cybuster_1999,Cybuster,Hidehito Ueda,1999,2040,41,1990,prose fiction,mecha,NA,NA,NA
sawyer_flashforward_1999,Flashforward,Robert J. Sawyer,1999,2009,10,1990,prose fiction,science fiction,NA,NA,The novel correctly predicted that the Large Hadron Collider would be operational by 2009 and that a pope named Benedict XVI would be in office in that year.[44][45][46]
quinn_sherlock_1999,Sherlock Holmes in the 22nd Century,Paul Quinn,1999,2103,104,1990,television,science fiction,NA,NA,NA
monterastelli_total_1999,Total Recall 2070,Art Monterastelli,1999,2070,71,1990,television,science fiction,NA,NA,NA
turner_essence_1999,"""Essence of Life"" (from The Outer Limits)",Brad Turner,1999,2014,15,1990,television,tv series episode,Q1621450,NA,"In 2014, Earth is struggling to rebuild after a devastating plague."
takahashi_blue_1999,Blue Gender,Ryōsuke Takahashi,1999,2031,32,1990,film,romance anime and manga,NA,NA,NA
wright_millennium_1999,"""Millennium"" (from The X-Files)",Thomas J. Wright,1999,2000,1,1990,television,tv series episode,Q2744,NA,Depicts New Year's Eve 1999 and New Year's Day 2000. References the Y2K phenomenon.
groening_futurama_1999,Futurama,Matt Groening,1999,3000,1001,1990,television,science fiction,Q73622,NA,NA
straczynski_crusade_1999,Crusade,J. Michael Straczynski,1999,2267,268,1990,television,science fiction,NA,NA,NA
grant_superman_1999,Superman vs. The Terminator: Death to the Future,Alan Grant,1999,2032,33,1990,prose fiction,NA,NA,NA,NA
graham_last_1999,The Last Train,Matthew Graham,1999,2051,52,1990,film,science fiction,NA,NA,NA
pearson_total_1999,Total War: 2006,Simon Pearson,1999,2004,5,1990,prose fiction,novel,NA,2001-2006,Describes a future history in which an Islamic fundamentalist Saudi Arabia allied with a resurgent Communist Russia declare war on the United States. The novel correctly predicted that the US and the UK would invade Iraq in the 2000s and North Korea becoming a nuclear weapons state.
wachowski_matrix_1999,The Matrix,Lana Wachowski; Lilly Wachowski,1999,2199,200,1990,film,thriller,Q13014087,NA,NA
urasawa_20th_1999,20th Century Boys,Naoki Urasawa,1999,2014,15,1990,comics,science fiction anime and manga,NA,1969-2017,The second major part of the story occurs in 2014–15 where society has become a dystopia ruled by the Friend Democratic Party. The live-action film series sets some of its events in 2015.
yukimura_planetes_1999,Planetes,Makoto Yukimura,1999,2075,76,1990,television,drama anime and manga,NA,NA,NA
friedman_constitution_1999,Constitution,Michael Jan Friedman,1999,2257,258,1990,prose fiction,science fiction,NA,NA,NA
lurie_deterrence_1999,Deterrence,Rod Lurie,1999,2008,9,1990,film,political thriller,NA,NA,Depicts Colin Powell as a former US president and Donald Trump as a candidate running for US president; Uday Hussein is the leader of a still-extant Ba'athist Iraq which then invades Kuwait.
johnson_zenon_1999,Zenon: Girl of the 21st Century (film),Kenneth Johnson,1999,2049,50,1990,film,teen,NA,NA,NA
roberts_wing_1999,Wing Commander,Chris Roberts,1999,2654,655,1990,film,action,NA,NA,NA
shigeno_dt_1999,DT Eightron,Shūichi Shigeno,1999,2187,188,1990,television,adventure anime and manga,NA,NA,NA
rusnak_thirteenth_1999,The Thirteenth Floor,Josef Rusnak,1999,2024,25,1990,film,science fiction,NA,NA,NA
mikami_dino_1999,Dino Crisis,Shinji Mikami,1999,2009,10,1990,video game,survival horror,NA,NA,A science experiment creates a rift in time that unleashes dinosaurs into the modern era.
arts_jane's_1999,Jane's USAF,Electronic Arts,1999,2005,6,1990,video game,combat flight simulator,NA,NA,"NATO and Russia are at war in 2005, with the latter invading Germany."
infogrames_outcast_1999,Outcast,Infogrames,1999,2007,8,1990,video game,action,NA,NA,Interdimensional travel is invented.
mcgavran_simcity_1999,SimCity 3000,Christine McGavran,1999,2020,21,1990,video game,construction and management simulation,Q249854,NA,Microwave power plants are invented.
sierra_swat_1999,SWAT 3,Sierra Entertainment,1999,2004,5,1990,video game,first-person shooter,NA,2003-2005,World leaders gather in Los Angeles to sign a United Nations treaty abolishing nuclear weapons in 2005; meanwhile various terrorists try to disrupt the treaty signing or use it to garner attention for their causes.
thq_x_1999,X: Beyond the Frontier,THQ,1999,2912,913,1990,video game,simulation,NA,NA,"While the game is set in 2912, the setting's events are ultimately kicked off by a student of the University of Tokyo accidentally discovering how to create wormholes in 2022."""
meyer_candyman_1999,Candyman 3: Day of the Dead,Turi Meyer,1999,2020,21,1990,film,horror,NA,NA,NA
araki_jojo's_1999,JoJo's Bizarre Adventure: Stone Ocean,Hirohiko Araki,1999,2011,12,1990,comics,action anime and manga,NA,NA,"The story is set in Florida in 2011, the main character is Jolyne Cujoh who is the daughter of Jotaro Kujo,she was sentenced to 15 years in prison after being involved in a car accident and framed for murder. She is imprisoned at Green Dolphin Street Prison in Florida, nicknamed the ""Aquarium"", but her father decides to give Jolyne the powers that start the whole story"""
namco_ace_1999,Ace Combat 3: Electrosphere,Namco,1999,2040,41,1990,video game,action,NA,NA,NA
byrne_superman_1999,Superman & Batman: Generations,John Byrne,1999,2025,26,1990,comics,NA,NA,NA,NA
arts_command_1999,Command & Conquer: Tiberian Sun,Electronic Arts,1999,2030,31,1990,video game,real-time strategy,NA,NA,NA
bardem_ugliest_1999,The Ugliest Woman in the World,Miguel Bardem,1999,2011,12,1990,film,comedy,NA,NA,NA
lieberman_netforce_1999,NetForce,Robert Lieberman,1999,2005,6,1990,film,thriller,NA,NA,NA
amiel_entrapment_1999,Entrapment,Jon Amiel,1999,2000,1,1990,film,heist,NA,NA,NA
shea_rage_1999,The Rage: Carrie 2,Katt Shea,1999,2000,1,1990,film,horror,NA,NA,NA
siu_mirror_1999,The Mirror,Wing Siu,1999,2000,1,1990,film,horror,NA,NA,NA
lowry_y2k_1999,Y2K,Dick Lowry,1999,2000,1,1990,film,thriller,NA,NA,NA
franken_why_1999,Why Not Me?,Al Franken,1999,2000,1,1990,prose fiction,NA,NA,2000-2001,NA
richards_millennium_1999,Millennium Shock,Justin Richards,1999,2000,1,1990,prose fiction,NA,NA,NA,NA
dantec_babylon_1999,Babylon Babies,Maurice G. Dantec,1999,2013,14,1990,prose fiction,science fiction,NA,NA,NA
asc_jeff_1999,Jeff Gordon XS Racing,ASC Games,1999,2012,13,1990,video game,racing,NA,NA,NA
snk_athena_1999,Athena: Awakening from the Ordinary Life,SNK,1999,2018,19,1990,video game,adventure,NA,NA,NA
taniguchi_infinite_1999,Infinite Ryvius,Gorō Taniguchi,1999,2225,226,1990,television,drama anime and manga,NA,NA,NA
modesitt_gravity_1999,Gravity Dreams,"L. E. Modesitt, Jr.",1999,4512,2513,1990,prose fiction,science fiction,NA,NA,NA
roberts_loyalty_1999,Loyalty in Death,Nora Roberts,1999,2060,61,1990,prose fiction,NA,NA,NA,NA
sorokin_blue_1999,Blue Lard,Vladimir Sorokin,1999,2060,61,1990,prose fiction,science fiction,NA,NA,NA
singer_x-men_2000,X-Men,Bryan Singer,2000,2004,4,2000,film,action,NA,NA,NA
boyle_friend_2000,A Friend of the Earth,T. Coraghessan Boyle,2000,2025,25,2000,prose fiction,ecofiction,NA,NA,NA
rare_perfect_2000,Perfect Dark,Rare Ltd.,2000,2023,23,2000,video game,action,Q7167963,NA,NA
reed_sealab_2000,Sealab 2021,Adam Reed,2000,2021,21,2000,television,sitcom,NA,NA,Redubbed parody of Sealab 2020
anderson_happy_2000,Happy Accidents,Brad Anderson,2000,2470,470,2000,film,romantic comedy,NA,NA,NA
_world_2000,The World in 2050,NA,2000,2050,50,2000,prose fiction,NA,NA,NA,NA
reynolds_revelation_2000,Revelation Space,Alastair Reynolds,2000,2551,551,2000,prose fiction,science fiction,NA,NA,NA
kawajiri_vampire_2000,Vampire Hunter D: Bloodlust,Yoshiaki Kawajiri,2000,12090,10090,2000,film,horror,NA,NA,NA
reynolds_revelation_2000,Revelation Space universe,Alastair Reynolds,2000,2566,566,2000,prose fiction,NA,NA,"novels in series are all set 2427-2858 but some short stories in the fictional universe set as far as 40,000 AD",NA
takoushi_freefall_2000,Freefall 3050 A.D.,Tony Takoushi,2000,3050,1050,2000,video game,action,NA,NA,NA
group_futurama_2000,Futurama Comics,Bongo Comics Group,2000,3000,1000,2000,comics,NA,Q73622,NA,NA
_orion's_2000,Orion's Arm,NA,2000,7270,5270,2000,prose fiction,NA,NA,"1969-12,570",NA
murphy_fortress_2000,Fortress 2: Re-Entry,Geoff Murphy,2000,2027,27,2000,film,action,NA,NA,NA
infogrames_duck_2000,Duck Dodgers Starring Daffy Duck,Infogrames,2000,2350,350,2000,video game,platormer,NA,NA,NA
costikyan_first_2000,First Contract,Greg Costikyan,2000,2020,20,2000,prose fiction,science fiction,NA,NA,NA
clarke_light_2000,The Light of Other Days,Stephen Baxter; Arthur C. Clarke,2000,2015,15,2000,prose fiction,science fiction,NA,2010-2019,Correctly predicted the United Kingdom deciding to withdraw from the European Union in the 2010s and the destruction of a Space Shuttle in the 2000s.[64]
productions_skyhammer_2000,Skyhammer,Songbird Productions,2000,2022,22,2000,video game,first-person shooter,NA,NA,NA
maejima_a.li.ce_2000,A.LI.CE,Kenichi Maejima,2000,2030,30,2000,film,science fiction,NA,NA,NA
roddenberry_andromeda_2000,Andromeda,Gene Roddenberry,2000,5000,3000,2000,television,science fiction,NA,NA,NA
freilich_code_2000,Code Name Phoenix,Jeff Freilich,2000,2020,20,2000,television,science fiction,NA,NA,"Global peace has prevailed, a sinister new threat to world stability is exposed with a genetically engineered virus that can stop the human aging process."
_culture_2000,Culture Crash Comics,NA,2000,2135,135,2000,comics,NA,NA,NA,NA
crave_starhunter_2000,Starhunter,Crave,2000,2275,275,2000,television,science fiction,NA,NA,NA
nutter_dark_2000,Dark Angel,David Nutter,2000,2019,19,2000,television,science fiction,NA,NA,Set in a dystopian future after a terrorist electromagnetic pulse attack wipes out much of modern civilization. Genetic augmentation of humans is now mastered. The second half of Season 1 and the first half of Season 2 are set in 2020.
spector_deus_2000,Deus Ex,Warren Spector,2000,2052,52,2000,video game,action,NA,NA,NA
tezuka_godzilla_2000,Godzilla vs. Megaguirus,Masaaki Tezuka,2000,2001,1,2000,film,science fiction,Q28859760,NA,NA
ōbari_platinumhugen_2000,Platinumhugen Ordian,Masami Ōbari,2000,2020,20,2000,television,science fiction anime and manga,NA,NA,Japanese high school students can pilot Mechas.
_playboy's_2000,Playboy's Dark Justice,NA,2000,2120,120,2000,television,erotica,NA,NA,NA
interactive_colony_2000,Colony Wars: Red Sun,Sony Interactive Entertainment,2000,4000,2000,2000,video game,space flight simulation,NA,NA,NA
urata_sin_2000,Sin: The Movie,Yasunori Urata,2000,2027,27,2000,film,horror anime and manga,NA,NA,NA
cornell_shadows_2000,The Shadows of Avalon (from Doctor Who),Paul Cornell,2000,2012,12,2000,prose fiction,novel,Q34316,NA,"By 2012, the United Kingdom has a king."
katims_end_2000,"""The End of the World"" (from Roswell)",Jason Katims,2000,2014,14,2000,television,science fiction,Q832040,NA,"A character returns to the future to prevent his lover from falling in love with him, since their affair triggers their defeat in an alien invasion."
raimi_cleopatra_2000,Cleopatra 2525,Sam Raimi,2000,2525,525,2000,television,science fiction,NA,NA,NA
marcantel_bart_2000,Bart to the Future,Michael Marcantel,2000,2030,30,2000,television,animated sitcom,NA,NA,NA
palma_mission_2000,Mission to Mars,Brian De Palma,2000,2020,20,2000,film,action,NA,NA,The manned Mars I mission is launched.
geda_batman_2000,Batman Beyond: Return of the Joker,Curt Geda,2000,2040,40,2000,film,science fiction,NA,NA,NA
channel_gettysburg_2000,"""Gettysburg"" (from The Outer Limits)",Showtime; Super Channel,2000,2013,13,2000,television,mystery,Q1621450,NA,This episode correctly predicted that the first African-American President of the United States would be in office by 2013.
sholder_supernova_2000,Supernova,Walter Hill; Francis Ford Coppola; Jack Sholder,2000,2101,101,2000,film,horror,NA,NA,NA
twohy_pitch_2000,Pitch Black,David Twohy,2000,2578,578,2000,film,science fiction,NA,NA,NA
goldman_titan_2000,Titan A.E.,Don Bluth; Gary Goldman,2000,3043,1043,2000,film,science fiction,NA,"3028, 3043",NA
spottiswoode_6th_2000,The 6th Day,Roger Spottiswoode,2000,2015,15,2000,film,action,NA,NA,"By 2015, the creation of duplicate humans, including memory, physique and age, is possible, but illegal."
mulcahy_on_2000,On the Beach,Russell Mulcahy,2000,2007,7,2000,film,drama,NA,NA,Predicts a nuclear war between the United States and China over Taiwan that renders the Northern Hemisphere uninhabitable.
christian_battlefield_2000,Battlefield Earth,Roger Christian,2000,3000,1000,2000,film,action,NA,NA,NA
hoffman_red_2000,Red Planet,Antony Hoffman,2000,2057,57,2000,film,science fiction,NA,NA,NA
smilesoft_keitai_2000,Keitai Denjū Telefang,Smilesoft,2000,2020,20,2000,video game,role-playing video game,NA,NA,"The player searches for Pokémon ""Pokémon (video game series)"")-esque creatures using mobile phone numbers and battles them."
talonsoft_martian_2000,Martian Gothic: Unification,TalonSoft,2000,2019,19,2000,video game,survival horror,NA,NA,Survival horror game set in the first colony on Mars.
kid_never_2000,Never 7: The End of Infinity,KID,2000,2019,19,2000,video game,science fiction,NA,NA,Visual novel that takes place during a time travel experiment.
nintendo_perfect_2000,Perfect Dark,Nintendo,2000,2022,22,2000,video game,action,Q7167963,NA,Terrorists pay for cybernetic enhancements. Alien contact has been made.
nintendo_sin_2000,Sin and Punishment,Nintendo,2000,2007,7,2000,video game,action,NA,NA,"In 2007, humanity is undergoing severe global famine. Scientists build bionic creatures to help grow food, but the creatures eventually revolt against them and start a war."""
interactive_timesplitters_2000,TimeSplitters,Eidos Interactive,2000,2005,5,2000,video game,first-person shooter,NA,NA,Cyborgs are present in 2005; interplanetary (or interstellar) travel is invented before 2020.
carr_killing_2000,Killing Time,Caleb Carr,2000,2023,23,2000,prose fiction,NA,NA,NA,"Information technology has taken over the world. A staphylococcus plague wipes out 40 million people in 2006. In 2020,the first woman American President Emily Forrester is assassinated. The novel concerns a group of folks who spread disinformation / conspiracy theories on the internet to undermine the government's influence by disinformation. Multiple global conflicts including the United States and Afghanistan, India and Pakistan,the Balkans. 2% of the population is in prison. The protagonists also employ an airship. As Daniel Zalewski of _The New York Times_ writes: ""First comes the '06 plague,' followed by 'the '07 financial crash',the 'massacre of the Falun Gong cult in 2018' and the 'national E. coli outbreak of 2021.' Put these headlines together,and you've got yourself a dystopia!"""
buscarini_cóndor_2000,"Cóndor Crux, la leyenda",Juan Pablo Buscarini,2000,2068,68,2000,film,adventure,NA,NA,NA
interactive_daikatana_2000,Daikatana,Eidos Interactive,2000,2030,30,2000,video game,first-person shooter,NA,NA,NA
mogi_daikatana_2000,Daikatana,Takeo Mogi,2000,2030,30,2000,video game,action-adventure,NA,NA,NA
pulse_undercover_2000,Undercover AD2025 Kei,Pulse Interactive,2000,2025,25,2000,video game,NA,NA,NA,NA
muraishi_ultraman_2000,Ultraman Tiga: The Final Odyssey,Hirochika Muraishi,2000,2012,12,2000,film,NA,NA,NA,NA
noon_needle_2000,Needle in the Groove,Jeff Noon,2000,2002,2,2000,prose fiction,science fiction,NA,NA,NA
takumi_dino_2000,Dino Crisis 2,Shu Takumi,2000,2010,10,2000,prose fiction,action-adventure,NA,NA,NA
irvine_last_2000,The Last Albatross,Ian Irvine,2000,2010,10,2000,prose fiction,science fiction,NA,NA,NA
fitt_but_2000,But'n'Ben A-Go-Go,Matthew Fitt,2000,2090,90,2000,prose fiction,science fiction,NA,NA,NA
visions_terminus_2000,Terminus,Vicarious Visions,2000,2197,197,2000,video game,role-playing video game,NA,NA,NA
interplay_star_2000,Star Trek: New Worlds,Interplay Entertainment,2000,2287,287,2000,video game,real-time strategy,NA,NA,NA
costello_doom_2000,Doom 3: Worlds on Fire,Matthew J. Costello,2000,2144,144,2000,prose fiction,horror,Q101206224,NA,NA
farmer_superboy's_2001,Superboy's Legion,Mark Farmer,2001,2987,986,2000,prose fiction,NA,NA,NA,NA
crowe_vanilla_2001,Vanilla Sky,Cameron Crowe,2001,2151,150,2000,film,science fiction,NA,NA,NA
"kaneko_godzilla,_2001","Godzilla, Mothra and King Ghidorah",Shūsuke Kaneko,2001,2002,1,2000,film,science fiction,Q28859760,NA,NA
ubisoft_planet_2001,Planet of the Apes,Ubisoft,2001,2029,28,2000,video game,action-adventure,Q731663,NA,NA
nihalani_deham_2001,Deham,Govind Nihalani,2001,2022,21,2000,film,science fiction,NA,NA,NA
wb_zeta_2001,The Zeta Project,The WB,2001,2040,39,2000,television,science fiction,NA,NA,NA
interactive_ballistics_2001,Ballistics,Xicat Interactive,2001,2090,89,2000,video game,racing,NA,NA,NA
sarossy_mr_2001,Mr In-Between,Paul Sarossy,2001,2002,1,2000,film,crime,NA,NA,NA
hamme_strange_2001,The Strange Encounter,Jean Van Hamme,2001,8061,6060,2000,prose fiction,comics,NA,NA,NA
channel_argai_2001,Argai: The Prophecy,Disney Channel; TF1; Family Channel; ICTV,2001,2075,74,2000,television,science fiction,NA,NA,NA
rintaro_metropolis_2001,Metropolis,Rintaro,2001,2008,7,2000,film,science fiction,NA,NA,NA
negishi_dennou_2001,Dennou Boukenki Webdiver,Hiroshi Negishi,2001,2100,99,2000,television,action anime and manga,NA,NA,NA
azzopardi_patient_2001,"""Patient Zero"" (from The Outer Limits)",Mario Philip Azzopardi,2001,2015,14,2000,television,tv series episode,Q1621450,NA,"By 2015, a devastating plague has wiped out more than three billion people worldwide."
system_cubix_2001,Cubix,Seoul Broadcasting System,2001,2044,43,2000,television,NA,NA,NA,NA
starkings_hip_2001,Hip Flask,Richard Starkings,2001,2262,261,2000,comics,NA,NA,NA,NA
lidón_stranded_2001,Stranded,María Lidón,2001,2020,19,2000,film,adventure,NA,NA,Begins as the Ares manned spacecraft enters orbit around Mars.
monfort_connie_2001,Connie the Cow,José Luis Viciana Monfort,2001,2003,2,2000,television,children's,NA,NA,NA
watanabe_cowboy_2001,Cowboy Bebop: The Movie,Shin'ichirō Watanabe,2001,2071,70,2000,film,action,Q232246,NA,NA
isaac_jason_2001,Jason X,James Isaac,2001,2455,454,2000,film,horror,NA,NA,NA
spielberg_a.i._2001,A.I. Artificial Intelligence,Steven Spielberg,2001,2142,141,2000,film,science fiction,NA,"2035, 2142, 4000",NA
coto_zenon_2001,Zenon: The Zequel,Manny Coto,2001,2051,50,2000,film,science fiction,NA,NA,NA
carpenter_ghosts_2001,Ghosts of Mars,John Carpenter,2001,2176,175,2000,film,action,NA,NA,NA
burton_planet_2001,Planet of the Apes,Tim Burton,2001,5021,3020,2000,film,science fiction,Q731663,"2029, 5021",NA
sakaguchi_final_2001,Final Fantasy: The Spirits Within,Hironobu Sakaguchi,2001,2065,64,2000,film,science fiction,NA,NA,NA
cheang_i.k.u._2001,I.K.U.,Shu Lea Cheang,2001,2030,29,2000,film,science fiction,NA,NA,NA
sierra_empire_2001,Empire Earth,Sierra Entertainment,2001,2018,17,2000,video game,real-time strategy,NA,NA,A civil war occurs in Russia.
kojima_metal_2001,Metal Gear Solid 2: Sons of Liberty,Hideo Kojima,2001,2008,7,2000,video game,action-adventure,Q216655,2007-2009,"The introduction mission is set in 2007, but the rest of the game is set in 2009. Reanimated corpses are placed in cybernetic exoskeletons. Portable rail guns exist. The President of the United States is a clone who resigns and forms a paramilitary group."
ubisoft_tom_2001,Tom Clancy's Ghost Recon,Ubisoft,2001,2008,7,2000,video game,tactical shooter,Q19396864,NA,Predicts a war between Russia and NATO in 2008 after a coup d'état in Moscow by ultra-nationalists. Correctly predicted a Russian invasion of Georgia in 2008.[136]
storm_tom_2001,Tom Clancy's Rainbow Six: Rogue Spear: Black Thorn,Red Storm Entertainment,2001,2004,3,2000,video game,first-person shooter,Q19396864,NA,"Terrorists attempt to attack the 2004 Summer Olympics in Athens, Greece, but are foiled by special operations forces."""
ubisoft_tom_2001,Tom Clancy's Rainbow Six: Take-Down – Missions in Korea,Ubisoft,2001,2003,2,2000,video game,first-person shooter,Q19396864,NA,The Japanese yakuza battle special operations forces in South Korea in a gang war.
software_uplink_2001,Uplink,Introversion Software,2001,2010,9,2000,video game,cracker,NA,NA,"Correctly predicted that computers would have up to 8 CPUs by 2010, though it overestimated processor speed at 200 GHz.[138]"""
robinson_free_2001,The Free Lunch,Spider Robinson,2001,2023,22,2000,prose fiction,science fiction,NA,NA,Set in a Disney-like theme park which is troubled by time-travelling dwarfs from the future.
berman_star_2001,Star Trek: Enterprise,Rick Berman,2001,2153,152,2000,television,science fiction,Q1092,2151-2155,NA
developers_oni_2001,Oni,Gathering of Developers,2001,2032,31,2000,video game,action-adventure,NA,NA,NA
games_hostile_2001,Hostile Waters: Antaeus Rising,Rage Games,2001,2032,31,2000,video game,strategy,NA,NA,NA
luketic_legally_2001,Legally Blonde,Robert Luketic,2001,2004,3,2000,film,comedy,NA,NA,NA
hsiao-hsien_millennium_2001,Millennium Mambo,Hou Hsiao-Hsien,2001,2010,9,2000,film,romance,NA,NA,NA
dylan_how_2001,How High,Jesse Dylan,2001,2002,1,2000,film,teen,NA,NA,NA
fukuda_future_2001,Future GPX Cyber Formula,Mitsuo Fukuda,2001,2015,14,2000,television,drama anime and manga,NA,NA,NA
pavlou_decipher_2001,Decipher,Stel Pavlou,2001,2012,11,2000,prose fiction,mystery,NA,NA,NA
gajić_technotise_2001,Technotise,Aleksa Gajić,2001,2074,73,2000,comics,NA,NA,NA,NA
xbox_halo_2001,Halo,Xbox Game Studios,2001,2531,530,2000,video game,science fiction,Q1747150,NA,NA
sierra_tribes_2001,Tribes 2,Sierra Entertainment,2001,3941,1940,2000,video game,first-person shooter,NA,NA,NA
wasson_time_2001,Time Squad,Dave Wasson,2001,100000000,99997999,2000,television,science fiction,NA,NA,NA
okano_segagaga_2001,Segagaga,Tez Okano,2001,2025,24,2000,video game,role-playing video game,NA,NA,Depicts Sega with having a 3% share of the console market with the other 97% being owned by their rival DOGMA.
whedon_firefly_2002,Firefly,Joss Whedon,2002,2517,515,2000,television,space western,NA,NA,NA
stirling_peshawar_2002,The Peshawar Lancers,S. M. Stirling,2002,2025,23,2000,prose fiction,novel,NA,NA,NA
straczynski_babylon_2002,Babylon 5: The Legend of the Rangers,J. Michael Straczynski,2002,2265,263,2000,film,science fiction,Q2901808,NA,NA
hamilton_misspent_2002,Misspent Youth,Peter F. Hamilton,2002,2040,38,2000,prose fiction,science fiction,NA,NA,NA
munroe_everyone_2002,Everyone in Silico,Jim Munroe,2002,2036,34,2000,prose fiction,novel,NA,NA,NA
kamiyama_ghost_2002,Ghost in the Shell: Stand Alone Complex,Kenji Kamiyama,2002,2030,28,2000,television,NA,NA,NA,NA
coto_pilot_2002,"""Pilot"" (from Odyssey 5)",Manny Coto,2002,2007,5,2000,television,science fiction,Q2014846,NA,"Earth is destroyed on August 7, 2007."
shinkai_voices_2002,Voices of a Distant Star,Makoto Shinkai,2002,2047,45,2000,film,drama anime and manga,NA,NA,NA
mctiernan_rollerball_2002,Rollerball,John McTiernan,2002,2005,3,2000,film,action,NA,NA,NA
tol_tamala_2002,Tamala 2010: A Punk Cat in Space,Tol,2002,2010,8,2000,film,action,NA,NA,NA
si-myeong_2009_2002,2009 Lost Memories,Lee Si-myeong,2002,2009,7,2000,film,action,NA,NA,NA
wells_time_2002,The Time Machine,Simon Wells,2002,802701,800699,2000,film,action,NA,"1899, 1903, 2030, 2037, 802701, 635427810",NA
machale_pendragon_2002,Pendragon: The Merchant of Death,D. J. MacHale,2002,5000,2998,2000,prose fiction,fantasy,NA,NA,NA
tezuka_godzilla_2002,Godzilla Against Mechagodzilla,Masaaki Tezuka,2002,2003,1,2000,film,science fiction,Q28859760,NA,NA
